jobUrl,jobId,companyName,jobTitle,logoUrl,companyUrl,location,isRemote,workplaceType,insights,postDate,isEasyApply,isPromoted,applicantCount,url,query,category,timestamp
https://www.linkedin.com/jobs/view/3405466060/,3405466060,Applied Systems,Business Intelligence (BI)/Data Analyst,https://media.licdn.com/dms/image/D560BAQHYumMB4BCGJw/company-logo_100_100/0/1667411677407?e=1681948800&v=beta&t=ZSFjEpWrxRM-la7wAwXFKBYKjstT0V5PdVsna-abA0Y,https://www.linkedin.com/company/162482/,Canada,true,Remote,Actively recruiting,2023-01-12,false,false,0,https://www.linkedin.com/jobs/view/3405466060/,https://www.linkedin.com/jobs/search/?currentJobId=3428883702&f_E=1%2C2%2C3&f_T=340&f_TPR=r604800&geoId=104002611&keywords=data%20analyst&location=Saskatchewan%2C%20Canada&refresh=true&sortBy=R,Jobs,2023-01-13T20:18:43.422Z
https://www.linkedin.com/jobs/view/3432804528/,3432804528,TELUS International AI Data Solutions,Online Data Analyst | French (Canada) | Freelance Remote Job,https://media.licdn.com/dms/image/C4E0BAQFbk29MG-bWYg/company-logo_100_100/0/1658243938099?e=1681948800&v=beta&t=dSpIbvzS58Ov2-qt3KVLPDRRK2A_LsVGEfM33onJCvw,https://www.linkedin.com/company/6611939/,Canada,true,Remote,Actively recruiting,2023-01-09,false,false,0,https://www.linkedin.com/jobs/view/3432804528/,https://www.linkedin.com/jobs/search/?currentJobId=3428883702&f_E=1%2C2%2C3&f_T=340&f_TPR=r604800&geoId=104002611&keywords=data%20analyst&location=Saskatchewan%2C%20Canada&refresh=true&sortBy=R,Jobs,2023-01-13T20:18:43.422Z
https://www.linkedin.com/jobs/view/3436291528/,3436291528,TELUS International AI Data Solutions,Work From Home | French speaking Online Data Analyst,https://media.licdn.com/dms/image/C4E0BAQFbk29MG-bWYg/company-logo_100_100/0/1658243938099?e=1681948800&v=beta&t=dSpIbvzS58Ov2-qt3KVLPDRRK2A_LsVGEfM33onJCvw,https://www.linkedin.com/company/6611939/,Canada,true,Remote,Actively recruiting,2023-01-12,false,false,0,https://www.linkedin.com/jobs/view/3436291528/,https://www.linkedin.com/jobs/search/?currentJobId=3428883702&f_E=1%2C2%2C3&f_T=340&f_TPR=r604800&geoId=104002611&keywords=data%20analyst&location=Saskatchewan%2C%20Canada&refresh=true&sortBy=R,Jobs,2023-01-13T20:18:43.422Z
https://www.linkedin.com/jobs/view/3432803489/,3432803489,TELUS International AI Data Solutions,Work From Home | Online Data Analyst - French (CA),https://media.licdn.com/dms/image/C4E0BAQFbk29MG-bWYg/company-logo_100_100/0/1658243938099?e=1681948800&v=beta&t=dSpIbvzS58Ov2-qt3KVLPDRRK2A_LsVGEfM33onJCvw,https://www.linkedin.com/company/6611939/,Canada,true,Remote,Actively recruiting,2023-01-09,false,false,0,https://www.linkedin.com/jobs/view/3432803489/,https://www.linkedin.com/jobs/search/?currentJobId=3428883702&f_E=1%2C2%2C3&f_T=340&f_TPR=r604800&geoId=104002611&keywords=data%20analyst&location=Saskatchewan%2C%20Canada&refresh=true&sortBy=R,Jobs,2023-01-13T20:18:43.422Z
https://www.linkedin.com/jobs/view/3432806217/,3432806217,TELUS International AI Data Solutions,Freelance - French speaking Online Data Analyst,https://media.licdn.com/dms/image/C4E0BAQFbk29MG-bWYg/company-logo_100_100/0/1658243938099?e=1681948800&v=beta&t=dSpIbvzS58Ov2-qt3KVLPDRRK2A_LsVGEfM33onJCvw,https://www.linkedin.com/company/6611939/,Canada,true,Remote,Actively recruiting,2023-01-09,false,false,19,https://www.linkedin.com/jobs/view/3432806217/,https://www.linkedin.com/jobs/search/?currentJobId=3428883702&f_E=1%2C2%2C3&f_T=340&f_TPR=r604800&geoId=104002611&keywords=data%20analyst&location=Saskatchewan%2C%20Canada&refresh=true&sortBy=R,Jobs,2023-01-13T20:18:43.422Z
https://www.linkedin.com/jobs/view/3432746143/,3432746143,Alimentiv,Statistician,https://media.licdn.com/dms/image/C560BAQFCzSLJaZLAeQ/company-logo_100_100/0/1657219388047?e=1681948800&v=beta&t=-KU7YIewDHyNeuBHRU8P6lh0jTyJ3F2RJjxmgnmBQKY,https://www.linkedin.com/company/65732166/,Canada,true,Remote,Actively recruiting,2023-01-09,false,false,0,https://www.linkedin.com/jobs/view/3432746143/,https://www.linkedin.com/jobs/search/?currentJobId=3428883702&f_E=1%2C2%2C3&f_T=340&f_TPR=r604800&geoId=104002611&keywords=data%20analyst&location=Saskatchewan%2C%20Canada&refresh=true&sortBy=R,Jobs,2023-01-13T20:18:43.422Z
https://www.linkedin.com/jobs/view/3409126199/,3409126199,Harnham,Product Analyst,https://media.licdn.com/dms/image/C4E0BAQHy3DcTavEkHQ/company-logo_100_100/0/1654428475837?e=1681948800&v=beta&t=tm1sKblHHhlktx8o_e6v7LhNLxiN_wtjz1SFPY6WHVM,https://www.linkedin.com/company/280603/,Canada,true,Remote,Actively recruiting,2023-01-06,true,false,0,https://www.linkedin.com/jobs/view/3409126199/,https://www.linkedin.com/jobs/search/?currentJobId=3428883702&f_E=1%2C2%2C3&f_T=340&f_TPR=r604800&geoId=104002611&keywords=data%20analyst&location=Saskatchewan%2C%20Canada&refresh=true&sortBy=R,Jobs,2023-01-13T20:18:43.422Z
https://www.linkedin.com/jobs/view/3320521687/,3320521687,Life Science People,Senior Biostatistician,https://media.licdn.com/dms/image/D4E0BAQHYKXdN1YdnIg/company-logo_100_100/0/1664439728083?e=1681948800&v=beta&t=fElG7wsUWGBpbZ0u_fDeoqiy_EUejEF0gz25jAEyEL8,https://www.linkedin.com/company/66260937/,Canada,true,Remote,Actively recruiting,2023-01-13,true,false,0,https://www.linkedin.com/jobs/view/3320521687/,https://www.linkedin.com/jobs/search/?currentJobId=3428883702&f_E=1%2C2%2C3&f_T=340&f_TPR=r604800&geoId=104002611&keywords=data%20analyst&location=Saskatchewan%2C%20Canada&refresh=true&sortBy=R,Jobs,2023-01-13T20:18:43.422Z
https://www.linkedin.com/jobs/view/3398931995/,3398931995,CN,"Analyst, SAP Data Conversion and Governance",https://media.licdn.com/dms/image/C560BAQHsLxjupCIwow/company-logo_100_100/0/1613748322897?e=1681948800&v=beta&t=rDxW4rEYlbKEkgZge1dzaunhogFyHah7_vjtjD96m44,https://www.linkedin.com/company/307460/,"Edmonton, AB",,Hybrid,1 company alumnus works here,,false,true,19,https://www.linkedin.com/jobs/view/3398931995/,https://www.linkedin.com/jobs/search/?currentJobId=3398949520&f_E=1%2C2%2C3&f_T=340&f_TPR=r604800&geoId=103564821&keywords=data%20analyst&location=Alberta%2C%20Canada&refresh=true&sortBy=R,Jobs,2023-01-13T20:18:50.503Z
https://www.linkedin.com/jobs/view/3398952197/,3398952197,CN,"Analyste, conversion de données SAP et gouvernance",https://media.licdn.com/dms/image/C560BAQHsLxjupCIwow/company-logo_100_100/0/1613748322897?e=1681948800&v=beta&t=rDxW4rEYlbKEkgZge1dzaunhogFyHah7_vjtjD96m44,https://www.linkedin.com/company/307460/,"Calgary, AB",,On-site,Actively recruiting,,false,true,11,https://www.linkedin.com/jobs/view/3398952197/,https://www.linkedin.com/jobs/search/?currentJobId=3398949520&f_E=1%2C2%2C3&f_T=340&f_TPR=r604800&geoId=103564821&keywords=data%20analyst&location=Alberta%2C%20Canada&refresh=true&sortBy=R,Jobs,2023-01-13T20:18:50.503Z
